Release,className,LOC,Age,CHG,MAX_CHG,AVG_CHG,Bug Fixed,NAuth,Number of Commit,LOC Added,AVG_LOC Added,MAX_LOC Added,Buggy
2,storm-agent/src/main/java/com/xasecure/authorization/storm/XaStormAccessVerifierFactory.java,0,355,22,191,24,0,0,0,0,0.1977716,38,false
2,storm-agent/src/main/java/com/xasecure/authorization/storm/authorizer/XaSecureStormAuthorizer.java,0,355,22,191,23,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/common/StringUtil.java,0,355,2,191,4,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/model/AuditEventBase.java,0,355,14,191,15,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/model/HBaseAuditEvent.java,0,355,14,191,16,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/model/HdfsAuditEvent.java,0,355,14,191,16,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/model/HiveAuditEvent.java,0,355,14,191,16,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/model/KnoxAuditEvent.java,0,355,14,14,13,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/provider/AsyncAuditProvider.java,0,355,14,191,15,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/test/TestEvents.java,0,355,14,191,15,0,0,0,0,0.1977716,38,false
2,lookup-client/src/main/java/com/xasecure/knox/client/KnoxClient.java,0,355,2,7,2,0,0,0,0,0.1977716,38,false
2,lookup-client/src/main/java/com/xasecure/knox/client/KnoxClientTest.java,0,355,2,2,1,0,0,0,0,0.1977716,38,false
2,agents-common/src/main/java/com/xasecure/authorization/hadoop/log/HdfsFileAppender.java,0,355,1,17,1,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/dao/BaseDao.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/config/Jersey2PolicyRefresher.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/config/PolicyRefresher.java,0,355,125,125,116,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hbase/HBaseAuthDB.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hbase/HBaseAuthRules.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hbase/URLBasedAuthDB.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hbase/XASecureAuthorizer.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hdfs/URLBasedAuthDB.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hive/HiveAuthorizationProviderBase.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/hive/URLBasedAuthDB.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/utils/XaSecureUtils.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hbase-agent/src/main/java/com/xasecure/authorization/hbase/Crypt.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hbase-agent/src/main/java/com/xasecure/authorization/hbase/HBaseAccessController.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hbase-agent/src/main/java/com/xasecure/authorization/hbase/HBaseAccessControllerFactory.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hbase-agent/src/main/java/com/xasecure/authorization/hbase/XaSecureAccessControlFilter.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hdfs-agent/src/main/java/com/xasecure/authorization/hadoop/HDFSAccessVerifier.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hdfs-agent/src/main/java/com/xasecure/authorization/hadoop/HDFSAccessVerifierFactory.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hdfs-agent/src/main/java/com/xasecure/authorization/hadoop/agent/AuthCodeInjectionJavaAgent.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hdfs-agent/src/main/java/com/xasecure/authorization/hadoop/agent/HadoopAuthClassTransformer.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
2,hdfs-agent/src/main/java/com/xasecure/authorization/hadoop/exceptions/XaSecureAccessControlException.java,0,355,125,125,122,0,0,0,0,0.1977716,38,false
